DATE,GOLDAMGBD228NLBM
2013-06-03,1396.750
2013-06-04,1405.250
2013-06-05,1396.500
2013-06-06,1399.500
2013-06-07,1410.000
2013-06-10,1376.750
2013-06-11,1369.500
2013-06-12,1377.250
2013-06-13,1386.250
2013-06-14,1379.750
2013-06-17,1386.000
2013-06-18,1378.500
2013-06-19,1366.000
2013-06-20,1303.250
2013-06-21,1290.250
2013-06-24,1283.250
2013-06-25,1285.000
2013-06-26,1229.000
2013-06-27,1232.000
2013-06-28,1203.250
2013-07-01,1243.500
2013-07-02,1260.750
2013-07-03,1246.000
2013-07-04,1249.500
2013-07-05,1232.750
2013-07-08,1225.500
2013-07-09,1252.000
2013-07-10,1252.250
2013-07-11,1280.750
2013-07-12,1275.000
2013-07-15,1281.250
2013-07-16,1286.000
2013-07-17,1284.250
2013-07-18,1279.750
2013-07-19,1286.000
2013-07-22,1313.750
2013-07-23,1326.750
2013-07-24,1340.000
2013-07-25,1312.000
2013-07-26,1327.750
2013-07-29,1330.750
2013-07-30,1322.250
2013-07-31,1331.500
2013-08-01,1323.750
2013-08-02,1285.750
2013-08-05,1311.000
2013-08-06,1292.000
2013-08-07,1275.500
2013-08-08,1287.750
2013-08-09,1305.500
2013-08-12,1325.750
2013-08-13,1334.000
2013-08-14,1323.250
2013-08-15,1339.500
2013-08-16,1360.750
2013-08-19,1375.250
2013-08-20,1365.750
2013-08-21,1360.000
2013-08-22,1370.500
2013-08-23,1374.500
2013-08-26,.
2013-08-27,1411.000
2013-08-28,1425.500
2013-08-29,1406.250
2013-08-30,1392.750
2013-09-02,1391.250
2013-09-03,1391.250
2013-09-04,1403.750
2013-09-05,1391.750
2013-09-06,1368.250
2013-09-09,1386.000
2013-09-10,1373.000
2013-09-11,1365.250
2013-09-12,1340.250
2013-09-13,1308.250
2013-09-16,1314.750
2013-09-17,1317.250
2013-09-18,1299.750
2013-09-19,1363.500
2013-09-20,1355.250
2013-09-23,1321.750
2013-09-24,1316.500
2013-09-25,1320.250
2013-09-26,1332.500
2013-09-27,1321.500
2013-09-30,1335.750
2013-10-01,1332.250
2013-10-02,1293.750
2013-10-03,1309.000
2013-10-04,1316.000
2013-10-07,1311.000
2013-10-08,1321.000
2013-10-09,1309.500
2013-10-10,1298.000
2013-10-11,1285.750
2013-10-14,1276.000
2013-10-15,1255.500
2013-10-16,1278.250
2013-10-17,1308.500
2013-10-18,1317.000
2013-10-21,1316.000
2013-10-22,1311.750
2013-10-23,1333.000
2013-10-24,1336.250
2013-10-25,1341.750
2013-10-28,1351.000
2013-10-29,1346.750
2013-10-30,1349.500
2013-10-31,1333.750
2013-11-01,1314.750
2013-11-04,1314.250
2013-11-05,1311.250
2013-11-06,1317.000
2013-11-07,1316.000
2013-11-08,1309.000
2013-11-11,1283.750
2013-11-12,1281.000
2013-11-13,1276.000
2013-11-14,1283.250
2013-11-15,1281.750
2013-11-18,1283.500
2013-11-19,1272.250
2013-11-20,1271.500
2013-11-21,1248.500
2013-11-22,1241.750
2013-11-25,1231.750
2013-11-26,1250.750
2013-11-27,1250.750
2013-11-28,1241.750
2013-11-29,1245.250
2013-12-02,1237.500
2013-12-03,1219.000
2013-12-04,1213.000
2013-12-05,1234.000
2013-12-06,1230.750
2013-12-09,1228.500
2013-12-10,1245.750
2013-12-11,1255.250
2013-12-12,1243.500
2013-12-13,1222.750
2013-12-16,1229.500
2013-12-17,1237.250
2013-12-18,1233.250
2013-12-19,1205.250
2013-12-20,1195.000
2013-12-23,1192.750
2013-12-24,1196.500
2013-12-25,.
2013-12-26,.
2013-12-27,1209.250
2013-12-30,1201.500
2013-12-31,1201.500
2014-01-01,.
2014-01-02,1219.750
2014-01-03,1232.250
2014-01-06,1238.000
2014-01-07,1237.500
2014-01-08,1226.500
2014-01-09,1226.000
2014-01-10,1232.250
2014-01-13,1246.000
2014-01-14,1248.750
2014-01-15,1238.000
2014-01-16,1237.250
2014-01-17,1241.000
2014-01-20,1254.750
2014-01-21,1247.750
2014-01-22,1239.500
2014-01-23,1244.250
2014-01-24,1259.250
2014-01-27,1270.000
2014-01-28,1253.500
2014-01-29,1254.750
2014-01-30,1254.000
2014-01-31,1246.500
2014-02-03,1246.500
2014-02-04,1253.000
2014-02-05,1257.000
2014-02-06,1258.500
2014-02-07,1260.000
2014-02-10,1273.500
2014-02-11,1282.750
2014-02-12,1286.500
2014-02-13,1290.250
2014-02-14,1308.500
2014-02-17,1326.000
2014-02-18,1314.000
2014-02-19,1318.750
2014-02-20,1313.750
2014-02-21,1320.750
2014-02-24,1333.000
2014-02-25,1332.750
2014-02-26,1340.000
2014-02-27,1331.000
2014-02-28,1327.750
2014-03-03,1344.250
2014-03-04,1339.500
2014-03-05,1333.500
2014-03-06,1334.250
2014-03-07,1348.250
2014-03-10,1334.250
2014-03-11,1348.000
2014-03-12,1355.750
2014-03-13,1371.000
2014-03-14,1370.000
2014-03-17,1379.000
2014-03-18,1362.500
2014-03-19,1346.000
2014-03-20,1327.000
2014-03-21,1338.500
2014-03-24,1322.000
2014-03-25,1314.750
2014-03-26,1314.500
2014-03-27,1295.000
2014-03-28,1295.750
2014-03-31,1294.000
2014-04-01,1286.50
2014-04-02,1284.000
2014-04-03,1287.250
2014-04-04,1293.500
2014-04-07,1299.000
2014-04-08,1314.750
2014-04-09,1309.750
2014-04-10,1321.500
2014-04-11,1317.250
2014-04-14,1324.500
2014-04-15,1311.500
2014-04-16,1299.000
2014-04-17,1299.250
2014-04-18,.
2014-04-21,.
2014-04-22,1290.750
2014-04-23,1283.500
2014-04-24,1283.500
2014-04-25,1294.250
2014-04-28,1302.000
2014-04-29,1289.750
2014-04-30,1292.000
2014-05-01,1283.000
2014-05-02,1285.000
2014-05-05,.
2014-05-06,1308.500
2014-05-07,1311.000
2014-05-08,1291.250
2014-05-09,1289.000
2014-05-12,1292.750
2014-05-13,1292.750
2014-05-14,1300.250
2014-05-15,1303.750
2014-05-16,1293.750
2014-05-19,1301.000
2014-05-20,1291.500
2014-05-21,1292.000
2014-05-22,1294.500
2014-05-23,1292.000
2014-05-26,.
2014-05-27,1283.000
2014-05-28,1265.250
2014-05-29,1254.000
2014-05-30,1254.000
2014-06-02,1244.750
2014-06-03,1244.250
2014-06-04,1246.000
2014-06-05,1244.750
2014-06-06,1254.000
2014-06-09,1255.000
2014-06-10,1253.500
2014-06-11,1262.500
2014-06-12,1261.750
2014-06-13,1273.000
2014-06-16,1281.750
2014-06-17,1264.500
2014-06-18,1269.000
2014-06-19,1282.000
2014-06-20,1310.000
2014-06-23,1313.500
2014-06-24,1323.000
2014-06-25,1312.000
2014-06-26,1311.500
2014-06-27,1315.250
2014-06-30,1313.000
2014-07-01,1325.750
2014-07-02,1326.750
2014-07-03,1322.500
2014-07-04,1321.500
2014-07-07,1313.250
2014-07-08,1318.250
2014-07-09,1322.500
2014-07-10,1343.250
2014-07-11,1336.500
2014-07-14,1321.250
2014-07-15,1312.000
2014-07-16,1297.500
2014-07-17,1302.750
2014-07-18,1310.250
2014-07-21,1312.750
2014-07-22,1307.000
2014-07-23,1307.500
2014-07-24,1300.000
2014-07-25,1292.500
2014-07-28,1305.000
2014-07-29,1307.500
2014-07-30,1297.500
2014-07-31,1295.00
2014-08-01,1284.500
2014-08-04,1293.500
2014-08-05,1292.750
2014-08-06,1288.500
2014-08-07,1302.000
2014-08-08,1317.500
2014-08-11,1308.250
2014-08-12,1311.000
2014-08-13,1309.250
2014-08-14,1315.000
2014-08-15,1313.600
2014-08-18,1302.750
2014-08-19,1300.250
2014-08-20,1294.500
2014-08-21,1280.500
2014-08-22,1281.000
2014-08-25,.
2014-08-26,1286.500
2014-08-27,1285.000
2014-08-28,1288.000
2014-08-29,1285.750
2014-09-01,1287.250
2014-09-02,1277.750
2014-09-03,1268.500
2014-09-04,1271.000
2014-09-05,1264.000
2014-09-08,1267.250
2014-09-09,1256.000
2014-09-10,1254.250
2014-09-11,1247.000
2014-09-12,1237.250
2014-09-15,1234.750
2014-09-16,1238.750
2014-09-17,1236.500
2014-09-18,1223.000
2014-09-19,1222.500
2014-09-22,1214.000
2014-09-23,1225.000
2014-09-24,1224.000
2014-09-25,1210.500
2014-09-26,1222.250
2014-09-29,1217.750
2014-09-30,1210.000
2014-10-01,1208.500
2014-10-02,1214.500
2014-10-03,1207.500
2014-10-06,1193.250
2014-10-07,1207.500
2014-10-08,1220.000
2014-10-09,1227.500
2014-10-10,1222.250
2014-10-13,1228.000
2014-10-14,1233.000
2014-10-15,1223.500
2014-10-16,1241.000
2014-10-17,1238.000
2014-10-20,1241.000
2014-10-21,1251.750
2014-10-22,1246.750
2014-10-23,1240.500
2014-10-24,1231.750
2014-10-27,1230.500
2014-10-28,1228.250
2014-10-29,1228.000
2014-10-30,1205.750
2014-10-31,1173.250
2014-11-03,1170.750
2014-11-04,1169.250
2014-11-05,1145.250
2014-11-06,1144.500
2014-11-07,1145.000
2014-11-10,1172.000
2014-11-11,1151.250
2014-11-12,1163.250
2014-11-13,1161.000
2014-11-14,1154.000
2014-11-17,1187.000
2014-11-18,1202.000
2014-11-19,1200.750
2014-11-20,1194.000
2014-11-21,1193.250
2014-11-24,1196.000
2014-11-25,1202.250
2014-11-26,1195.750
2014-11-27,1196.500
2014-11-28,1184.500
2014-12-01,1178.750
2014-12-02,1197.000
2014-12-03,1203.250
2014-12-04,1204.000
2014-12-05,1204.500
2014-12-08,1195.250
2014-12-09,1206.500
2014-12-10,1228.250
2014-12-11,1219.500
2014-12-12,1223.500
2014-12-15,1210.750
2014-12-16,1199.250
2014-12-17,1199.00
2014-12-18,1210.750
2014-12-19,1197.500
2014-12-22,1195.250
2014-12-23,1179.500
2014-12-24,1177.000
2014-12-25,.
2014-12-26,.
2014-12-29,1194.000
2014-12-30,1186.500
2014-12-31,1199.250
2015-01-01,.
2015-01-02,1184.250
2015-01-05,1192.000
2015-01-06,1211.000
2015-01-07,1213.750
2015-01-08,1206.500
2015-01-09,1211.250
2015-01-12,1222.000
2015-01-13,1239.000
2015-01-14,1228.750
2015-01-15,1235.250
2015-01-16,1258.250
2015-01-19,1275.500
2015-01-20,1292.250
2015-01-21,1298.000
2015-01-22,1287.000
2015-01-23,1293.500
2015-01-26,1282.750
2015-01-27,1279.000
2015-01-28,1287.000
2015-01-29,1275.500
2015-01-30,1263.500
2015-02-02,1274.250
2015-02-03,1281.000
2015-02-04,1269.250
2015-02-05,1263.750
2015-02-06,1264.000
2015-02-09,1242.250
2015-02-10,1237.500
2015-02-11,1235.500
2015-02-12,1225.250
2015-02-13,1225.750
2015-02-16,1233.500
2015-02-17,1221.750
2015-02-18,1206.500
2015-02-19,1217.750
2015-02-20,1203.500
2015-02-23,1193.500
2015-02-24,1195.500
2015-02-25,1206.500
2015-02-26,1220.000
2015-02-27,1205.000
2015-03-02,1216.750
2015-03-03,1207.750
2015-03-04,1204.250
2015-03-05,1199.750
2015-03-06,1196.500
2015-03-09,1173.750
2015-03-10,1161.000
2015-03-11,1158.750
2015-03-12,1161.250
2015-03-13,1156.500
2015-03-16,1157.000
2015-03-17,1154.750
2015-03-18,1149.000
2015-03-19,1164.000
2015-03-20,1171.750
2015-03-23,1181.400
2015-03-24,1193.250
2015-03-25,1192.550
2015-03-26,1209.400
2015-03-27,1198.000
2015-03-30,1187.400
2015-03-31,1179.250
2015-04-01,1181.250
2015-04-02,1201.500
2015-04-03,.
2015-04-06,.
2015-04-07,1208.500
2015-04-08,1211.100
2015-04-09,1196.000
2015-04-10,1201.900
2015-04-13,1197.850
2015-04-14,1191.450
2015-04-15,1189.850
2015-04-16,1204.600
2015-04-17,1204.550
2015-04-20,1203.250
2015-04-21,1197.700
2015-04-22,1202.400
2015-04-23,1187.750
2015-04-24,1192.150
2015-04-27,1182.750
2015-04-28,1201.400
2015-04-29,1204.800
2015-04-30,1204.300
2015-05-01,1179.000
2015-05-04,.
2015-05-05,1187.400
2015-05-06,1191.250
2015-05-07,1183.000
2015-05-08,1185.250
2015-05-11,1184.750
2015-05-12,1184.450
2015-05-13,1193.000
2015-05-14,1214.750
2015-05-15,1216.300
2015-05-18,1228.150
2015-05-19,1219.650
2015-05-20,1206.750
2015-05-21,1209.600
2015-05-22,1211.000
2015-05-25,.
2015-05-26,1194.000
2015-05-27,1187.850
2015-05-28,1189.450
2015-05-29,1190.400
2015-06-01,1187.300
2015-06-02,1188.750
2015-06-03,1186.600
2015-06-04,1182.450
2015-06-05,1175.900
2015-06-08,1173.400
2015-06-09,1181.000
2015-06-10,1186.000
2015-06-11,1180.500
2015-06-12,1179.250
2015-06-15,1178.250
2015-06-16,1182.100
2015-06-17,1178.500
2015-06-18,1198.000
2015-06-19,1198.150
2015-06-22,1193.700
2015-06-23,1183.350
2015-06-24,1175.750
2015-06-25,1174.600
2015-06-26,1174.400
2015-06-29,1176.500
2015-06-30,1175.000
2015-07-01,1171.700
2015-07-02,1164.300
2015-07-03,1168.250
2015-07-06,1164.250
2015-07-07,1166.250
2015-07-08,1154.250
2015-07-09,1162.100
2015-07-10,1162.400
2015-07-13,1154.950
2015-07-14,1153.200
2015-07-15,1154.750
2015-07-16,1145.100
2015-07-17,1143.000
2015-07-20,1115.000
2015-07-21,1108.000
2015-07-22,1096.800
2015-07-23,1101.650
2015-07-24,1083.750
2015-07-27,1098.600
2015-07-28,1095.600
2015-07-29,1096.750
2015-07-30,1085.650
2015-07-31,1080.050
2015-08-03,1093.000
2015-08-04,1092.600
2015-08-05,1086.500
2015-08-06,1085.000
2015-08-07,1091.350
2015-08-10,1094.800
2015-08-11,1113.250
2015-08-12,1116.800
2015-08-13,1117.350
2015-08-14,1116.750
2015-08-17,1117.300
2015-08-18,1119.150
2015-08-19,1123.200
2015-08-20,1137.950
2015-08-21,1149.350
2015-08-24,1153.500
2015-08-25,1154.250
2015-08-26,1134.400
2015-08-27,1128.500
2015-08-28,1125.500
2015-08-31,.
2015-09-01,1141.900
2015-09-02,1140.000
2015-09-03,1130.050
2015-09-04,1125.000
2015-09-07,1121.000
2015-09-08,1120.850
2015-09-09,1122.300
2015-09-10,1107.750
2015-09-11,1106.350
2015-09-14,1108.000
2015-09-15,1105.500
2015-09-16,1109.750
2015-09-17,1118.150
2015-09-18,1136.000
2015-09-21,1136.850
2015-09-22,1129.300
2015-09-23,1124.600
2015-09-24,1134.450
2015-09-25,1145.500
2015-09-28,1137.500
2015-09-29,1124.600
2015-09-30,1122.500
2015-10-01,1114.200
2015-10-02,1106.300
2015-10-05,1134.350
2015-10-06,1136.900
2015-10-07,1147.900
2015-10-08,1143.300
2015-10-09,1151.500
2015-10-12,1164.200
2015-10-13,1154.400
2015-10-14,1173.700
2015-10-15,1183.350
2015-10-16,1176.350
2015-10-19,1171.650
2015-10-20,1173.700
2015-10-21,1174.400
2015-10-22,1166.450
2015-10-23,1171.550
2015-10-26,1168.500
2015-10-27,1165.750
2015-10-28,1171.500
2015-10-29,1159.000
2015-10-30,1147.750
2015-11-02,1135.800
2015-11-03,1130.900
2015-11-04,1118.000
2015-11-05,1107.300
2015-11-06,1107.700
2015-11-09,1095.600
2015-11-10,1092.500
2015-11-11,1088.600
2015-11-12,1087.600
2015-11-13,1083.750
2015-11-16,1094.500
2015-11-17,1080.800
2015-11-18,1070.500
2015-11-19,1073.100
2015-11-20,1085.150
2015-11-23,1068.350
2015-11-24,1073.000
2015-11-25,1072.200
2015-11-26,1070.500
2015-11-27,1064.650
2015-11-30,1055.650
2015-12-01,1069.250
2015-12-02,1066.900
2015-12-03,1050.600
2015-12-04,1063.000
2015-12-07,1082.700
2015-12-08,1071.750
2015-12-09,1078.400
2015-12-10,1072.000
2015-12-11,1067.200
2015-12-14,1068.000
2015-12-15,1069.150
2015-12-16,1065.750
2015-12-17,1065.850
2015-12-18,1055.250
2015-12-21,1071.150
2015-12-22,1077.000
2015-12-23,1071.500
2015-12-24,1071.900
2015-12-25,.
2015-12-28,.
2015-12-29,1067.250
2015-12-30,1067.800
2015-12-31,1062.250
2016-01-01,.
2016-01-04,1072.700
2016-01-05,1078.000
2016-01-06,1083.850
2016-01-07,1096.000
2016-01-08,1097.450
2016-01-11,1104.700
2016-01-12,1094.850
2016-01-13,1081.800
2016-01-14,1090.750
2016-01-15,1081.100
2016-01-18,1090.450
2016-01-19,1087.000
2016-01-20,1093.200
2016-01-21,1096.800
2016-01-22,1097.650
2016-01-25,1103.700
2016-01-26,1114.700
2016-01-27,1116.500
2016-01-28,1119.000
2016-01-29,1112.900
2016-02-01,1122.000
2016-02-02,1123.600
2016-02-03,1130.000
2016-02-04,1146.250
2016-02-05,1158.500
2016-02-08,1173.400
2016-02-09,1188.900
2016-02-10,1183.400
2016-02-11,1223.250
2016-02-12,1239.500
2016-02-15,1208.450
2016-02-16,1212.000
2016-02-17,1202.400
2016-02-18,1204.400
2016-02-19,1221.500
2016-02-22,1203.650
2016-02-23,1218.750
2016-02-24,1232.250
2016-02-25,1235.400
2016-02-26,1231.000
2016-02-29,1234.150
2016-03-01,1240.000
2016-03-02,1229.350
2016-03-03,1241.950
2016-03-04,1271.500
2016-03-07,1267.600
2016-03-08,1274.100
2016-03-09,1258.250
2016-03-10,1247.250
2016-03-11,1262.250
2016-03-14,1256.550
2016-03-15,1233.600
2016-03-16,1233.100
2016-03-17,1269.600
2016-03-18,1254.500
2016-03-21,1244.250
2016-03-22,1251.800
2016-03-23,1232.200
2016-03-24,1216.450
2016-03-25,.
2016-03-28,.
2016-03-29,1216.450
2016-03-30,1238.200
2016-03-31,1233.600
2016-04-01,1232.100
2016-04-04,1215.000
2016-04-05,1231.500
2016-04-06,1225.750
2016-04-07,1237.500
2016-04-08,1235.000
2016-04-11,1247.250
2016-04-12,1259.200
2016-04-13,1245.750
2016-04-14,1240.300
2016-04-15,1229.750
2016-04-18,1237.700
2016-04-19,1241.700
2016-04-20,1247.750
2016-04-21,1257.650
2016-04-22,1245.400
2016-04-25,1230.850
2016-04-26,1234.500
2016-04-27,1244.750
2016-04-28,1256.600
2016-04-29,1274.500
2016-05-02,.
2016-05-03,1296.500
2016-05-04,1280.300
2016-05-05,1275.750
2016-05-06,1280.250
2016-05-09,1277.750
2016-05-10,1264.850
2016-05-11,1271.800
2016-05-12,1268.300
2016-05-13,1275.150
2016-05-16,1281.000
2016-05-17,1270.100
2016-05-18,1270.900
2016-05-19,1253.750
2016-05-20,1256.500
2016-05-23,1250.400
2016-05-24,1242.650
2016-05-25,1220.750
2016-05-26,1226.650
2016-05-27,1221.250
2016-05-30,.
2016-05-31,1210.500
2016-06-01,1216.250
2016-06-02,1215.500
2016-06-03,1211.000
2016-06-06,1240.550
2016-06-07,1241.100
2016-06-08,1252.400
2016-06-09,1258.350
2016-06-10,1266.600
2016-06-13,1284.100
2016-06-14,1279.400
2016-06-15,1282.000
2016-06-16,1307.000
2016-06-17,1284.500
2016-06-20,1283.250
2016-06-21,1280.800
2016-06-22,1265.000
2016-06-23,1265.750
2016-06-24,1313.850
2016-06-27,1324.600
2016-06-28,1312.000
2016-06-29,1317.750
2016-06-30,1317.000
2016-07-01,1331.750
2016-07-04,1348.750
2016-07-05,1344.750
2016-07-06,1370.000
2016-07-07,1367.100
2016-07-08,1356.100
2016-07-11,1358.250
2016-07-12,1352.850
2016-07-13,1340.250
2016-07-14,1325.700
2016-07-15,1330.500
2016-07-18,1326.150
2016-07-19,1332.200
2016-07-20,1325.600
2016-07-21,1322.000
2016-07-22,1323.200
2016-07-25,1315.000
2016-07-26,1321.250
2016-07-27,1320.800
2016-07-28,1341.300
2016-07-29,1332.500
2016-08-01,1348.850
2016-08-02,1358.150
2016-08-03,1364.400
2016-08-04,1351.150
2016-08-05,1362.600
2016-08-08,1330.000
2016-08-09,1332.900
2016-08-10,1351.850
2016-08-11,1344.550
2016-08-12,1336.700
2016-08-15,1339.200
2016-08-16,1349.100
2016-08-17,1342.750
2016-08-18,1347.100
2016-08-19,1346.850
2016-08-22,1334.300
2016-08-23,1338.500
2016-08-24,1337.300
2016-08-25,1324.500
2016-08-26,1324.900
2016-08-29,.
2016-08-30,1318.850
2016-08-31,1314.450
2016-09-01,1305.700
2016-09-02,1311.500
2016-09-05,1328.300
2016-09-06,1330.050
2016-09-07,1348.750
2016-09-08,1348.000
2016-09-09,1335.650
2016-09-12,1327.500
2016-09-13,1328.500
2016-09-14,1323.200
2016-09-15,1320.100
2016-09-16,1314.250
2016-09-19,1315.050
2016-09-20,1315.400
2016-09-21,1319.600
2016-09-22,1332.450
2016-09-23,1335.900
2016-09-26,1336.300
2016-09-27,1335.850
2016-09-28,1324.800
2016-09-29,1320.850
2016-09-30,1327.900
2016-10-03,1318.650
2016-10-04,1309.150
2016-10-05,1274.000
2016-10-06,1265.500
2016-10-07,1255.000
2016-10-10,1262.100
2016-10-11,1256.400
2016-10-12,1255.700
2016-10-13,1258.000
2016-10-14,1256.150
2016-10-17,1252.700
2016-10-18,1261.650
2016-10-19,1269.750
2016-10-20,1269.200
2016-10-21,1263.950
2016-10-24,1267.000
2016-10-25,1269.300
2016-10-26,1273.900
2016-10-27,1269.300
2016-10-28,1265.900
2016-10-31,1274.200
2016-11-01,1284.400
2016-11-02,1295.850
2016-11-03,1293.000
2016-11-04,1301.700
2016-11-07,1286.800
2016-11-08,1284.000
2016-11-09,1304.550
2016-11-10,1280.900
2016-11-11,1255.650
2016-11-14,1222.600
2016-11-15,1228.900
2016-11-16,1225.700
2016-11-17,1232.000
2016-11-18,1206.100
2016-11-21,1214.950
2016-11-22,1217.550
2016-11-23,1213.250
2016-11-24,1187.250
2016-11-25,1187.500
2016-11-28,1189.100
2016-11-29,1187.300
2016-11-30,1187.400
2016-12-01,1168.750
2016-12-02,1171.650
2016-12-05,1164.900
2016-12-06,1171.150
2016-12-07,1171.250
2016-12-08,1174.750
2016-12-09,1168.900
2016-12-12,1154.400
2016-12-13,1157.350
2016-12-14,1160.950
2016-12-15,1132.450
2016-12-16,1134.850
2016-12-19,1137.600
2016-12-20,1132.750
2016-12-21,1134.400
2016-12-22,1130.550
2016-12-23,1131.000
2016-12-26,.
2016-12-27,.
2016-12-28,1139.750
2016-12-29,1146.800
2016-12-30,1159.100
2017-01-02,.
2017-01-03,1148.650
2017-01-04,1165.900
2017-01-05,1173.05
2017-01-06,1178.000
2017-01-09,1176.100
2017-01-10,1183.200
2017-01-11,1187.55
2017-01-12,1206.65
2017-01-13,1196.35
2017-01-16,1202.75
2017-01-17,1217.5
2017-01-18,1212.5
2017-01-19,1203.35
2017-01-20,1199.1
2017-01-23,1213.75
2017-01-24,1213.3
2017-01-25,1203.5
2017-01-26,1191.55
2017-01-27,1184.2
2017-01-30,1189.85
2017-01-31,1198.8
2017-02-01,1210.0
2017-02-02,1224.05
2017-02-03,1213.05
2017-02-06,1221.85
2017-02-07,1231.0
2017-02-08,1235.6
2017-02-09,1241.75
2017-02-10,1225.75
2017-02-13,1229.4
2017-02-14,1229.65
2017-02-15,1225.15
2017-02-16,1236.75
2017-02-17,1241.4
2017-02-20,1235.35
2017-02-21,1228.7
2017-02-22,1237.5
2017-02-23,1237.35
2017-02-24,1255.35
2017-02-27,1256.25
2017-02-28,1251.9
2017-03-01,1246.05
2017-03-02,1243.3
2017-03-03,1228.75
2017-03-06,1231.15
2017-03-07,1223.7
2017-03-08,1213.3
2017-03-09,1204.6
2017-03-10,1196.550
2017-03-13,1207.8
2017-03-14,1203.55
2017-03-15,1202.25
2017-03-16,1225.6
2017-03-17,1228.75
2017-03-20,1233.0
2017-03-21,1232.05
2017-03-22,1246.1
2017-03-23,1247.9
2017-03-24,1244.0
2017-03-27,1256.9
2017-03-28,1253.65
2017-03-29,1252.9
2017-03-30,1250.9
2017-03-31,1241.7
2017-04-03,1246.25
2017-04-04,1258.65
2017-04-05,1252.50
2017-04-06,1253.75
2017-04-07,1264.3
2017-04-10,1253.6
2017-04-11,1255.7
2017-04-12,1272.3
2017-04-13,1286.1
2017-04-14,.
2017-04-17,.
2017-04-18,1285.0
2017-04-19,1282.050
2017-04-20,1279.900
2017-04-21,1281.500
2017-04-24,1271.800
2017-04-25,1270.500
2017-04-26,1264.950
2017-04-27,1264.300
2017-04-28,1265.550
2017-05-01,.
2017-05-02,1255.800
2017-05-03,1253.950
2017-05-04,1235.850
2017-05-05,1239.400
2017-05-08,1229.700
2017-05-09,1225.150
2017-05-10,1222.950
2017-05-11,1221.000
2017-05-12,1227.900
2017-05-15,1231.500
2017-05-16,1234.050
2017-05-17,1244.600
2017-05-18,1261.350
2017-05-19,1251.850
2017-05-22,1255.250
2017-05-23,1259.900
2017-05-24,1251.350
2017-05-25,1257.100
2017-05-26,1265.000
2017-05-29,.
2017-05-30,1262.800
2017-05-31,1263.800
2017-06-01,1266.150
2017-06-02,1260.950
2017-06-05,1280.700
2017-06-06,1287.850
2017-06-07,1292.700
2017-06-08,1284.800
2017-06-09,1274.250
2017-06-12,1269.25
2017-06-13,1261.30
2017-06-14,1268.25
2017-06-15,1260.25
2017-06-16,1256.60
2017-06-19,1251.10
2017-06-20,1246.50
2017-06-21,1247.05
2017-06-22,1251.40
2017-06-23,1256.30
2017-06-26,1240.85
2017-06-27,1250.40
2017-06-28,1251.60
2017-06-29,1246.60
